År	Län	Distance from station	Graderingsdatum	Mjöldagg % ang blad 1–3	Kornets bladfläcksjuka % ang blad 1–3	Sköldfläcksjuka % ang blad 1–3	Kornrost % ang blad 1–3	Trips antal/strå	Trips % ang bladslidor	Havrebladlus antal/strå	Sädesbladlus antal/strå	Svartpricksjuka % ang blad 1–3	Trips antal/planta	Bladlus antal/blad	Gröna löss antal/25 pl	Stritnymfer antal/blad	Vetets bladfläcksjuka % ang blad 1–3	Stråknäckare index	Primär angrepp % ang plantor	Bladmögel % ang plantor	Rotbrand ang pl/10 pl	Apotecier A antal/25 skl	Apotecier C antal/25 skl	Ärtvecklare antal/fälla	Bladmögel % ang bladyta	Bladfläcksvampar % ang blad 1–3	Betfluga 0–5	Jordburna insekter ang pl/10 pl	Fusarium % ang plantor	Rapsbagge antal/planta	Betrost % angripna blad	Stritar antal/dygn/fälla1	Stritar antal/dygn/fälla2	Betfluga ang pl/25 pl	Mjöldagg % angripna blad	Ärtbladlus antal/toppskott	Blygrå rapsvivel antal/planta	Längd cm	Cercospora % angripna blad	Stinkfly antal/blad	Betbladlus ang pl/25 pl	Svamp totalt % angripna blad	Ärtvivel % angripna blad	Planttäthet antal/100m	Alternaria % ang bladyta	Minerarfluga-stick % ang blad 1–3	Apotecier B antal/25 skl	Bipolaris % ang plantor	Apotecier D antal/25 skl	Jordloppor ang pl/25 pl	Bladmögel % angripna blad	Fritfluga % ang plantor	Jordloppor antal/meter	Brunrost % ang blad 1–3	Gräsbladlus antal/strå	Trips ang pl/25 pl	Vattentillgång 0–5	Gulrost % ang blad 1–3	Betbladlus antal/planta	Trips antal/toppskott	Kronrost % ang blad 1–3	Ramularia % angripna blad	Jordloppor % ang plantor	Nederbörd mm	Fjärilslarver % angripna blad
2007	Skåne län	90-100	2007-05-21	0								0,01					0									0,01																												0				0							
2007	Skåne län	90-100	2007-05-28	0								0,01					0									0,01																												0				0							
2007	Skåne län	90-100	2007-06-04	0								8					0									8																												0				0							
2007	Skåne län	90-100	2007-06-11	10								14					0									14																												0				0							
2007	Skåne län	90-100	2007-06-18	20								30					0									30																												80				0							
2007	Skåne län	90-100	2007-07-02	0								70					0									70																												100				0							
2007	Skåne län	90-100	2007-04-16	0						0	0	30					0									30																												0	0			0							
2007	Skåne län	90-100	2007-04-30	0						0	0	15					0									15																												0	0			0							
2007	Skåne län	90-100	2007-04-23	0								25					0									25																												0				0							
2007	Skåne län	90-100	2007-05-07	0						0	0	10					0									10																												0	0			0							
2007	Skåne län	90-100	2007-05-14	0								5					0									5																												0				0							
2007	Skåne län	90-100	2007-05-21	0								0,01					0									0,01																												0				0							
2007	Skåne län	90-100	2007-05-28	0								0,01					0									0,01																												0				0							
2007	Skåne län	90-100	2007-06-04	0								20					0									20																												0				0							
2007	Skåne län	90-100	2007-06-11	0								25					0									25																												0				10							
2007	Skåne län	90-100	2007-06-18	0								60					0									60																												25				12							
2007	Skåne län	90-100	2007-07-02	0								80					0									80																												100				10							
2007	Skåne län	90-100	2007-04-16	0						0	0	30					0									30																												0	0			0							
2007	Skåne län	90-100	2007-04-30	0						0	0	10					0									10																												0	0			0							
2007	Skåne län	90-100	2007-04-23	0								30					0									30																												0				0							
2007	Skåne län	90-100	2007-05-07	0						0	0	5					0									5																												0	0			0							
2007	Skåne län	90-100	2007-05-14	0								2					0									2																												0				0							
2007	Skåne län	90-100	2007-05-21	8								0,01					0									0,01																												0				0							
2007	Skåne län	90-100	2007-05-28	10								0,01					0									0,01																												0				0							
2007	Skåne län	90-100	2007-06-04	50								10					0									10																												0				0							
2007	Skåne län	90-100	2007-06-11	60								12					0									12																												15				0							
2007	Skåne län	90-100	2007-06-18	65								30					0									30																												40				0							
2007	Skåne län	90-100	2007-07-02	5								65					0									65																												100				0							
2007	Skåne län		2007-04-30																		0							1	0					0										428						0						0	2								
2007	Skåne län		2007-04-23																		0							0	0															401						0						0	2								
2007	Skåne län		2007-05-07																		0						0	0	0					0										420						0						0	2								
2007	Skåne län		2007-05-14																		0						0	0	0					0										430						0						0	4								
2007	Skåne län		2007-05-21																		0						0	0	0					0																1						0	4								
2007	Skåne län		2007-05-28												0						0						0							0							1																5		0,04						
2007	Skåne län		2007-06-04																		0						0							1																							4								
2007	Skåne län		2007-06-11												0						0						0		0					0							0			425													2		0						
2007	Skåne län		2007-06-18												0																										0																4		0						
2007	Skåne län		2007-07-02												0																										1																3		0,4						
2007	Skåne län		2007-07-16												0																0				0				3		0	15															4		0			9			0
2007	Skåne län		2007-08-20												0																0				100				12		0	100															2		0			15			9
2007	Skåne län		2007-08-13												0																0				100				9		0	100															3		0			9			3
2007	Skåne län		2007-08-06												0																0				12				9		0	27															3		0			6			0
2007	Skåne län		2007-07-30												0																0				0				6		1	10															3		0,08			3			0
2007	Skåne län		2007-07-23												0																0				0				0		0	7															3		0			6			0
2007	Skåne län		2007-08-27												0																0				100				16		0	100															3		0			30			15
2007	Skåne län		2007-04-30	0																																																													
2007	Skåne län		2007-05-07	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län		2007-05-14	0	0	0	0			0	0																																												0										
2007	Skåne län		2007-05-21	0	0	0	0			0	0																																												0										
2007	Skåne län		2007-05-28	28	0	0	0			0,08	0																																												0										
2007	Skåne län		2007-06-04	14	0,01	0	0,01			0,01	0																																												0										
2007	Skåne län		2007-06-11	50	0	0	0			0	0																																												0										
2007	Skåne län		2007-06-18	100	6	0	8			0	0																																												0										
2007	Skåne län		2007-07-02	100	10	0	82			0	0																																												0										
2007	Skåne län		2007-04-30	0						0	0	10					0									10																												0	0			0						0	
2007	Skåne län		2007-04-23	0						0	0	34					0									34																												0	0			0							
2007	Skåne län		2007-05-07	8						0	0	15					0									15																												0	0			0						2	
2007	Skåne län		2007-05-14	38						0	0	6					0									6																												0	0			0						18	
2007	Skåne län		2007-05-21	40						0	0	0,01					0									0,01																												0	0			0						5	
2007	Skåne län		2007-05-28	66						0	0,2	2					0									2																												0	0			0						20	
2007	Skåne län		2007-06-04	84						0	0,06	6					0,01									6																												0	0			0						6	
2007	Skåne län		2007-06-11	76						0,04	1,9	36					0									36																												0	0			6						0	
2007	Skåne län		2007-06-18	100						0	0,06	67					0									67																												0	0			0						32	
2007	Skåne län		2007-07-02	100						0	0	80					6									80																												0	0			0							
2007	Skåne län		2007-04-30	0																																																													
2007	Skåne län		2007-05-07	0	0	0	0			0	0								1																											0		0							0										
2007	Skåne län		2007-05-14	0	0	0	0			0	0																																												0										
2007	Skåne län		2007-05-21	0	0	0	0			0	0																																												0										
2007	Skåne län		2007-05-28	0	8	0	0			0	0																																												0										
2007	Skåne län		2007-06-04	0	22	0	0			0,01	0																																												0										
2007	Skåne län		2007-06-11	0	34	0	8			0,1	0																																												0										
2007	Skåne län		2007-06-18	0	38	0	4			0,06	0,12																																												0										
2007	Skåne län		2007-07-02	0	76	0	12			0	0,07																																												0										
2007	Skåne län		2007-04-30	0						0	0	5					0									5																												0	0			0						0	
2007	Skåne län		2007-05-07	0						0	0	10					0									10																												0	0			0						1	
2007	Skåne län		2007-05-14	10						0	0	6					0									6																												0	0			0						18	
2007	Skåne län		2007-05-21	12						0	0	6					0									6																												0	0			0						7	
2007	Skåne län		2007-05-28	16						0	0	4					0									4																												2	0			0						27	
2007	Skåne län		2007-06-04	48						0	0	16					0									16																												6	0			0						5	
2007	Skåne län		2007-06-11	30						0	1,5	46					8									46																												44	0			2						0	
2007	Skåne län		2007-06-18	10						0	0	64					12									68																												54	0			0						16	
2007	Skåne län		2007-07-02	10						0	0	90					10									90																												100	0			0							
2007	Skåne län		2007-05-07	0						0	0	5					5									8																												0	0			0						2	
2007	Skåne län		2007-05-14	0						0	0	2					4									4																												0	0			0						20	
2007	Skåne län		2007-05-21	0						0	0	0,01					8									8																												0	0			0						8	
2007	Skåne län		2007-05-28	0						0	0,2	2					10									12																												4	0			0						14	
2007	Skåne län		2007-06-04	0						0	0	0,01					10									10																												8	0,5			0						6	
2007	Skåne län		2007-06-11	0						0,7	2,2	0,01					16									16																												72	0			0						0	
2007	Skåne län		2007-06-18	0						0,1	0,5	18					8									20																												70	0			0						25	
2007	Skåne län		2007-07-02	0						0	0	60					90									100																												100	0			0							
2007	Skåne län	70-80	2007-05-07	0						0	0	20					0									20																												0	0			0						3	
2007	Skåne län	70-80	2007-05-21	2						0	0	16					0									16																												0	0			0						5	
2007	Skåne län	70-80	2007-05-28	2						0	0	18					0									18																												0	0			0						22	
2007	Skåne län	70-80	2007-06-04	4						0	0	52					0									52																												2	0			0						4,5	
2007	Skåne län	70-80	2007-06-11	54						0	0	44					2									44																												4	0			2						0	
2007	Skåne län	70-80	2007-06-18	0						0	0	94					0									94																												22	0			0						30	
2007	Skåne län	70-80	2007-06-25	0						0	0	100					8									100																												40	0			6						55	
2007	Skåne län	70-80	2007-07-02	0						0	0	100					6									100																												48	0			10						35	
2007	Skåne län		2007-05-07	20						0	0	8					0									8																												0	0			0						3,5	
2007	Skåne län		2007-05-14	10						0	0	0					0									0																												0	0			0						24	
2007	Skåne län		2007-05-21	6						0	0	2					0									2																												0	0			0						7	
2007	Skåne län		2007-05-28	10						0	0	0,01					0									0,01																												0	0			0						30	
2007	Skåne län		2007-06-04	12						0	0,08	16					0									16																												0	0			0						5,5	
2007	Skåne län		2007-06-11	54						0	0	44					2									44																												4	0			2						0	
2007	Skåne län		2007-06-18	26						0	0	80					4									80																												2	0			0						26	
2007	Skåne län		2007-06-25	10						0	0	92					0									92																												40	0			0						55	
2007	Skåne län		2007-07-02	14						0	0	100					10									100																												8	0			0						35	
2007	Skåne län	90-100	2007-05-07	0						0	0	10					0									10																												0	0			0						2	
2007	Skåne län	90-100	2007-05-14	0						0	0	18					0									18																												0	0			0						18	
2007	Skåne län	90-100	2007-05-21	2						0	0	4					0									4																												0	0			0						7	
2007	Skåne län	90-100	2007-05-28	4						0	0	0,01					0									0,01																												0	0			0							
2007	Skåne län	90-100	2007-06-04	10						0	0	14					0									14																												4	0			0						6	
2007	Skåne län	90-100	2007-06-11	6						0	0	22					0									22																												62	0			2						0	
2007	Skåne län	90-100	2007-06-18	12						0	0	60					0									60																												80	0			0						26	
2007	Skåne län	90-100	2007-06-25	8						0	0	96					10									96																												90	0			0						55	
2007	Skåne län	90-100	2007-07-02	0						0	0	100					4									100																												100	0			0						20	
2007	Skåne län	70-80	2007-05-14	0						0	0	10					0									10																												0	0			0						17	
2007	Skåne län	70-80	2007-05-21	0						0,04	0,2	12					0									12																												0	0			0						8	
2007	Skåne län	70-80	2007-05-28	2						0	0	6					0									6																												0	0			0						14	
2007	Skåne län	70-80	2007-06-04	10						0	0	44					14									44																												14	0			6						10	
2007	Skåne län	70-80	2007-06-11	0						0	0	64					0									64																												48	0			10						0	
2007	Skåne län	70-80	2007-06-18	0						0	0	76					4									78																												50	0			0						22	
2007	Skåne län	70-80	2007-06-25	0						0	0	76					4									76																												88	0			6						60	
2007	Skåne län	70-80	2007-07-02	4						0	0	84					24									88																												100	0			0						35	
2007	Skåne län	60-70	2007-04-16																			0	0							0							0										0		0																
2007	Skåne län	60-70	2007-04-30																			0	0							2							0,1										0		0															0	
2007	Skåne län	60-70	2007-04-23																			0	0							4																	0		0																
2007	Skåne län	60-70	2007-05-07																			0	0							2,5							0										0		0															0	
2007	Skåne län	60-70	2007-05-14																			0	0							1,5							0,2										0		0															19	
2007	Skåne län	60-70	2007-05-21																			0	0							0							0										0		0															12	
2007	Skåne län	60-70	2007-05-28																			9	5																								0		6															7	
2007	Skåne län	60-70	2007-06-04																			15	7																								4		2															8	
2007	Skåne län	60-70	2007-04-30	0						0	0	0					0									0																										0		0	0			0							
2007	Skåne län	60-70	2007-04-23	0						0	0	0					0									0																										0		0	0			0							
2007	Skåne län	60-70	2007-05-07	0						0	0	0					0									0																										0		0	0			0							
2007	Skåne län	60-70	2007-05-14	0						0	0	0					0									0																										0		0	0			0							
2007	Skåne län	60-70	2007-05-21	2						0	0	0					0									0																										0		0	0			0							
2007	Skåne län	60-70	2007-05-28	0						0,01	0,01	0					0									0																										0		0	0			0							
2007	Skåne län	60-70	2007-06-04	10						0	0,01	0					6									0																												0	0			0							
2007	Skåne län	60-70	2007-06-11	28						0	0,4	0					2									0																												0	0			0							
2007	Skåne län	60-70	2007-06-18	16						0	0,2	0					10									10																												0	0,01			0							
2007	Skåne län	60-70	2007-06-25	57						0	0,2	14					4									14																												0	0			0							
2007	Skåne län	60-70	2007-07-02	56						0	0,01	22					4									22																												4	0			0							
2007	Skåne län	60-70	2007-04-30	0						0	0	30					0									0																												0	0			0						0	
2007	Skåne län	60-70	2007-04-23	0						0	0	14					0									14																												0	0			0							
2007	Skåne län	60-70	2007-05-07	0						0	0	20					0																																					0	0			0						0	
2007	Skåne län	60-70	2007-05-14	0						0	0	4					0									4																												0	0			0						19	
2007	Skåne län	60-70	2007-05-21	0						0	0,01	0					2									0																												0	0			0						15	
2007	Skåne län	60-70	2007-05-28	0						0	0,01	0					0									0																												0	0			0						9	
2007	Skåne län	60-70	2007-06-04	0						0	0	0					2									0																												0	0			0						13	
2007	Skåne län	60-70	2007-06-11	4						0	1	0					14									0																												0	0			0						0	
2007	Skåne län	60-70	2007-06-18	4						0	0,8	22					8									22																												0,01	0			0						20	
2007	Skåne län	60-70	2007-06-25	16						0	0,1	46					8									8																												8	0			0						40	
2007	Skåne län	60-70	2007-07-02	20						0	0,1	58					10									58																												44	0			0						55	
2007	Skåne län	70-80	2007-04-30	0,01							0	22					0									0																												0	0			0						0	
2007	Skåne län	70-80	2007-04-23	0,01						0	0	22					0									22																												0	0			0							
2007	Skåne län	70-80	2007-05-07	6						0	0,01	4					0																																					0	0			0						0	
2007	Skåne län	70-80	2007-05-14	4						0	0	2					0									2																												0	0			0						21	
2007	Skåne län	70-80	2007-05-21	0						0	0	0					0									0																												0	0			0						12	
2007	Skåne län	70-80	2007-05-28	2						0,01	0	0					0									0																												0	0,2			0						5	
2007	Skåne län	70-80	2007-06-04	0						0	0	0					2									0																												0	0			0						13	
2007	Skåne län	70-80	2007-06-11	12						0	0,7	8					0									0																												0	0			0						0	
2007	Skåne län	70-80	2007-06-18	12						0,5	0,2	24					0									24																												0	0			0						9	
2007	Skåne län	70-80	2007-06-25	22						0	0,01	32					0									32																												0	0			0						37	
2007	Skåne län	70-80	2007-07-02	8						0	0,01	52					0									52																												0	0			0						39	
2007	Skåne län	80-90	2007-04-30	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	80-90	2007-05-07	0	5	0	0			0	0								0																											0									0										
2007	Skåne län	80-90	2007-05-14	0	2	0	0			0	0								0																											0									0										
2007	Skåne län	80-90	2007-05-21	0	0	0	0			0	0								0																											0									0										
2007	Skåne län	80-90	2007-05-28	0	0	0	0			0,01	0,01								0																											0									0										
2007	Skåne län	80-90	2007-06-04	5	0	0	0			0,3	0								0																																				0										
2007	Skåne län	80-90	2007-06-11	0	5	0	0			0	0,01								0																																				0										
2007	Skåne län	80-90	2007-06-18	0	20	0	0			0	0																																												0										
2007	Skåne län	80-90	2007-06-25	2	40	0	25			1	0																																												0										
2007	Skåne län	80-90	2007-07-02	0	70	0	15			0	0,01																																												0										
2007	Skåne län	80-90	2007-04-30	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	80-90	2007-05-07	0	0,01	0	0			0	0								0																											0		0							0										
2007	Skåne län	80-90	2007-05-14	0	0	0	0			0	0								0																											0									0										
2007	Skåne län	80-90	2007-05-21	0	0	0	0																																																										
2007	Skåne län	80-90	2007-05-28	0	0	0	0			0	0,5								0																											0									0										
2007	Skåne län	80-90	2007-06-04	5	0	0	0			0	0								0																																				0										
2007	Skåne län	80-90	2007-06-11	5	0	0	0			0	0								0																																				0										
2007	Skåne län	80-90	2007-06-18	10	15	0	0			0	0																																												0										
2007	Skåne län	80-90	2007-06-25	30	20	0	40			0	0,1																																												0										
2007	Skåne län	80-90	2007-07-02	25	60	0	10			0	0																																												0										
2007	Skåne län	70-80	2007-04-30	14		0		0	0	0	0															22																												0,01	0			0							
2007	Skåne län	70-80	2007-04-23	0		2		0	0	0	0															0,01																												0	0			0							
2007	Skåne län	70-80	2007-05-07	20		0		1		0	0															30																												0,01	0			0							
2007	Skåne län	70-80	2007-05-14	14		0		0	0	0	0															0																												0	0			0							
2007	Skåne län	70-80	2007-05-21	6		0		0,01		0	0															10																												0	0			0							
2007	Skåne län	70-80	2007-05-28	14		0				0	0															18																												0	0			0,01							
2007	Skåne län	70-80	2007-06-04	24		0				0	0,7															6																												18	0			0							
2007	Skåne län	70-80	2007-06-11	42		0				0,04	0,1															20																												42	0			0							
2007	Skåne län	70-80	2007-06-18	76		0				0	0,2															54																												60	0			0							
2007	Skåne län	70-80	2007-06-25	44		0				0	0,3															54																												94	0			0							
2007	Skåne län	80-90	2007-04-30	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	80-90	2007-05-07	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	80-90	2007-05-14	0	0	0	0			0	0								0																											0									0										
2007	Skåne län	80-90	2007-05-21	0	0	0	0																																																										
2007	Skåne län	80-90	2007-05-28	0	0	0	0			0	0,1								0																											0									0										
2007	Skåne län	80-90	2007-06-04	5	0	0	5			0,01	0,3																																												0										
2007	Skåne län	80-90	2007-06-11	10	5	0	0			0	0,01								0																																				0										
2007	Skåne län	80-90	2007-06-18	25	5	0	0			0,2	0																																												0										
2007	Skåne län	80-90	2007-06-25	35	30	0	20			0	0,2																																												0,1										
2007	Skåne län	80-90	2007-07-02	30	0	0	30			0	0																																												0										
2007	Skåne län	80-90	2007-04-30	0						0	0								0							0																										0			0						0				
2007	Skåne län	80-90	2007-04-23	0						0	0								0							0																										0			0						0				
2007	Skåne län	80-90	2007-05-07	0						0	0								0							0																										0			0						0				
2007	Skåne län	80-90	2007-05-14	0						0	0								0							0																										0			0						0				
2007	Skåne län	80-90	2007-05-28	0						0,1	0,1								0							0																													0						0				
2007	Skåne län	80-90	2007-06-04	0						1	0,01								0							0																													0						0				
2007	Skåne län	80-90	2007-06-11	0						1,4	0,25								0							6																													0,01						0				
2007	Skåne län	80-90	2007-06-18	0,01						0,6	0,01															14																													0						0				
2007	Skåne län	80-90	2007-06-25	14						0,4	0,5															0,01																													0						0				
2007	Skåne län	80-90	2007-07-02	30						0,2	1,2															0,01																													0						0				
2007	Skåne län	80-90	2007-04-30	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	80-90	2007-05-07	0	0,01	0	0			0	0								0																											0		0							0										
2007	Skåne län	80-90	2007-05-14	0	0	0	0			0	0								0																											0									0										
2007	Skåne län	80-90	2007-05-21	0	0	0	0																																																										
2007	Skåne län	80-90	2007-05-28	0	0	0	0			0	0								0																											0									0										
2007	Skåne län	80-90	2007-06-04	5	0	0	0			0	0,01								0																																				0										
2007	Skåne län	80-90	2007-06-11	0	0	0	0,01			0	0								0																																				0										
2007	Skåne län	80-90	2007-06-18	0	0,01	0	0			0	0																																												0										
2007	Skåne län	80-90	2007-06-25	5	15	0	20			0	0																																												0										
2007	Skåne län	80-90	2007-07-02	0	25	0	45			0	0																																												0										
2007	Skåne län	50-60	2007-04-30												0						0						0	0	0					0							0			332						0						0	3		0						
2007	Skåne län	50-60	2007-04-23												0						0						0	0	0					0							0			0						0						0	0		0						
2007	Skåne län	50-60	2007-05-07																		0						0	0	0					3										353						0						1	2								
2007	Skåne län	50-60	2007-05-14																		0						0	0	0					25										345						0						0	3								
2007	Skåne län	50-60	2007-05-21																		0						1	0						25																0						0	3								
2007	Skåne län	50-60	2007-05-28												0						1						0							0							0																3		0						
2007	Skåne län	50-60	2007-06-04												0						0						3							0							16																2		2						
2007	Skåne län	50-60	2007-06-11												0												3							0							2			468													1		0,2						
2007	Skåne län	50-60	2007-06-18												0												0							0							5																3		0,5						
2007	Skåne län	50-60	2007-06-25												0												0							0							2																3		0,2						
2007	Skåne län	50-60	2007-07-02												0																										4																3		1,2						
2007	Skåne län	50-60	2007-04-30	30						0	0	8					0,01									0																												0	0			0						0	
2007	Skåne län	50-60	2007-04-23	0						0	0	20					0									20																												0	0			0							
2007	Skåne län	50-60	2007-05-07	58						0	0,01	30					0									0																												0	0			0						0	
2007	Skåne län	50-60	2007-05-14	78						0	0,01	12					0									12																												0	0			0						20	
2007	Skåne län	50-60	2007-05-21	60						0	0	4					0									4																												0	0			0						16	
2007	Skåne län	50-60	2007-05-28	50						0	0,16	12					0									0																												0	0			0						10	
2007	Skåne län	50-60	2007-06-04	78						0	1,6	10					0									0																												0	0			0						5	
2007	Skåne län	50-60	2007-06-11	62						0	1,4	48					0									0																												0	0			0						24	
2007	Skåne län	50-60	2007-06-18	96						0	0,1	52					0									52																												0	0			0						23	
2007	Skåne län	50-60	2007-06-25	100						0	0,01	90					0									90																												0	0			0						36	
2007	Skåne län	50-60	2007-07-02	100						0	0	90					0									90																												0	0			0						60	
2007	Skåne län	60-70	2007-05-14											0											0							0						0		0					0																				
2007	Skåne län	60-70	2007-05-21											0											0							0,36						8		0					0																				
2007	Skåne län	60-70	2007-05-28																													1						10																											
2007	Skåne län	60-70	2007-06-04																													13						10																											
2007	Skåne län	60-70	2007-06-11																													10,5						18		4,3																									
2007	Skåne län	60-70	2007-06-18																						0							3,85						10							0																				
2007	Skåne län	60-70	2007-06-25											0																		2,5						12		0					0,05																				
2007	Skåne län	60-70	2007-04-30	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	60-70	2007-04-23	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	60-70	2007-05-07	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län	60-70	2007-05-14	0	0	0	0			0	0								0																											0									0										
2007	Skåne län	60-70	2007-05-21	48	4	0	0			0	0								0																											0									0										
2007	Skåne län	60-70	2007-05-28	0	0	0	0			0	0								0																											0									0										
2007	Skåne län	60-70	2007-06-04	14	0	0	0			0,5	0,8								0																																				0										
2007	Skåne län	60-70	2007-06-11	32	0	0	0			0,4	0,2								0																																				0										
2007	Skåne län	60-70	2007-06-18	62	20	0	0			0,4	0,1																																												0										
2007	Skåne län	60-70	2007-06-25	36	78	0	10			0	0,2																																												0										
2007	Skåne län	60-70	2007-07-02	28	30	0	0			0	0																																												0										
2007	Skåne län	60-70	2007-04-30	4		0		0,01		0	0																																											0	0										
2007	Skåne län	60-70	2007-04-23	0		0		0	0	0	0																																											0,01	0										
2007	Skåne län	60-70	2007-05-07	0,01		0		0,1		0	0																																											0	0										
2007	Skåne län	60-70	2007-05-14	28		0,01		0	0	0	0																																											0	0										
2007	Skåne län	60-70	2007-05-21	38		0		0	0	0	0																																											0	0										
2007	Skåne län	60-70	2007-06-04	44		18				0	0,2																																											38	0										
2007	Skåne län	60-70	2007-06-18	60		30			20	0	0																																											80	0										
2007	Skåne län	60-70	2007-04-30	0						0	0	0					0									0																										0		0	0			0							
2007	Skåne län	60-70	2007-05-07																																																	0			0										
2007	Skåne län	60-70	2007-05-14	0						0	0	0					0									0																										0		0	0			0							
2007	Skåne län	60-70	2007-05-21	0						0	0	0					0									0																										0		0	0			0							
2007	Skåne län	60-70	2007-05-28	0						0	0,3	0					0,01									0																										0		0	0			0							
2007	Skåne län	60-70	2007-06-04	0,01						1	0,01	0					0									0																												0	0			0							
2007	Skåne län	60-70	2007-06-11	0,01						0,4	0,4	6					0									0																												0	0			0							
2007	Skåne län	60-70	2007-06-18	0						0	0,2	0					26									26																												0	0			0							
2007	Skåne län	60-70	2007-06-25	0						0	0,6	0					34									34																												0	0			0							
2007	Skåne län	60-70	2007-07-02	0						0	0,5	0					0									0																												0	0			0							
2007	Skåne län	60-70	2007-04-30	0	12	0	0	0,01	0	0	0																																												0										
2007	Skåne län	60-70	2007-04-23	0	2	0	0	0	0	0	0																																												0										
2007	Skåne län	60-70	2007-05-07	0,01	20	0	0	0,01		0	0																																												0										
2007	Skåne län	60-70	2007-05-14	0	44	0	0	0,05		0	0																																												0										
2007	Skåne län	60-70	2007-05-21	0	42	0	0	0	0	0	0																																												0										
2007	Skåne län	60-70	2007-05-28	0	40	0	0	0	0	0	0																																												0										
2007	Skåne län	60-70	2007-06-11	0					18	0	0,01																																												0										
2007	Skåne län	70-80	2007-04-30	10	10	0	8	0		0	0																																												0										
2007	Skåne län	70-80	2007-04-23	12	2	2	0			0	0																																												0										
2007	Skåne län	70-80	2007-05-07	4	6	0	2	0		0	0																																												0										
2007	Skåne län	70-80	2007-05-14	2	6	0	4	0,12		0	0																																												0										
2007	Skåne län	70-80	2007-05-21	8	6	1	0	0,08		0	0,04																																												0										
2007	Skåne län	70-80	2007-05-28	10	6	0	0	0,16		0	0																																												0										
2007	Skåne län	70-80	2007-06-11	32	44	4	14		8	0	0																																												0										
2007	Skåne län	70-80	2007-04-30	0						0	0	2					0									2																												0	0			0						0	
2007	Skåne län	70-80	2007-04-23	0						0	0	12					0									12																												0	0			0							
2007	Skåne län	70-80	2007-05-07	0						0	0	4					0									4																												0	0			0						0,5	
2007	Skåne län	70-80	2007-05-14	0						0	0	2					0									2																												0	0			0						21	
2007	Skåne län	70-80	2007-05-21	0						0	0	4					0									4																												0	0			0						18	
2007	Skåne län	70-80	2007-05-28	8						0	0	0					0									0																												0	0			0						10	
2007	Skåne län	70-80	2007-06-04	10						0	0,08	2					0									2																												0	0			0						31	
2007	Skåne län	70-80	2007-06-11	16						0,04	0	8					0									8																												0	0			0						0	
2007	Skåne län	70-80	2007-06-18	22						0	0,04	8					0									8																												0	0			6						33	
2007	Skåne län	70-80	2007-06-25	26						0	0	20					0									20																												0	0			2						33	
2007	Skåne län	70-80	2007-07-02	30						0	0	40					0									40																												4	0			8						52	
2007	Skåne län		2007-04-30																		0						0	0	0					0										423						4						0	3								
2007	Skåne län		2007-04-23																		0							0	0															287						0						0	3								
2007	Skåne län		2007-05-07																		0						0	0	0					0										445						3						2	3								
2007	Skåne län		2007-05-14																		0						0	0	0					18										456						4						1	3								
2007	Skåne län		2007-05-21																		0						1	0						16																0						1	3								
2007	Skåne län		2007-05-28												0						0						3							4							0															1	3		0						
2007	Skåne län		2007-06-11												0												3							0							0			431													2		0						
2007	Skåne län		2007-06-18												0												3							0							0																3		0						
2007	Skåne län		2007-06-25												0												0							0							0																3		0						
2007	Skåne län		2007-07-02												0												2														0																3		0						
2007	Skåne län		2007-04-30	0	0	0	0												4,6																																														
2007	Skåne län		2007-05-07	0	0	0	0			0	0								0																											0		0							0										
2007	Skåne län		2007-05-14	0	0	0	0			0	0																																												0										
2007	Skåne län		2007-05-21	0	0	0	0			0	0								0																											0									0										
2007	Skåne län		2007-05-28	0	0	0	0			0	0																																												0										
2007	Skåne län		2007-06-04	0	0	0	0			0	0								0																											0									0										
2007	Skåne län		2007-06-11	2	4	0	2			0,96	0,68																																												0										
2007	Skåne län		2007-06-18	0	6	0	2			0,28	0																																												0										
2007	Skåne län		2007-06-25	0	8	2	6			0,16	0																																												0										
2007	Skåne län		2007-07-02	10	22	6	4			0	0																																												0										
2007	Skåne län		2007-04-30	36		4		0		0	0																																											0	0										
2007	Skåne län		2007-04-23	42		2		0		0	0																																											4	0										
2007	Skåne län		2007-05-07	24		2		0,28		0	0,04																																											0	0										
2007	Skåne län		2007-05-14	6		0		0,36		0	0																																											0	0										
2007	Skåne län		2007-05-21	4		2		0,08		0	0																																											0	0										
2007	Skåne län		2007-06-04	36		6		0	0	0	0																																											38	0										
2007	Skåne län		2007-06-11	32		14			14	0	0,16																																											60	0										
2007	Skåne län		2007-04-30	0																																																													
2007	Skåne län		2007-05-07	0						0	0	0					0									0																										0		0	0			0							
2007	Skåne län		2007-05-14	0						0	0	0					0									0																												0	0			0							
2007	Skåne län		2007-05-21	0						0	0	0					0									0																										0		0	0			0							
